gene	gene_id	scaffold	auxiliary_score	amg_flags	gene_description	module	sheet	header	subheader	potential_amg	gene_id_origin	metabolism	reference	verified
WATLvirus_00310591-cat_1_8	PF02562	WATLvirus_00310591-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00310649-cat_2_6	PF02543	WATLvirus_00310649-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00310857-cat_1_6	EC:1.17.4.1	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310857-cat_1_6	PF03477	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310857-cat_1_6	PF02867	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310857-cat_1_6	K00525	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310857-cat_1_6	PF00317	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310857-cat_1_7	EC:1.17.4.1	WATLvirus_00310857-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00310943-cat_2_8	PF02562	WATLvirus_00310943-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00311075-cat_1_6	PF13640	WATLvirus_00311075-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00311167-cat_2_7	PF01832	WATLvirus_00311167-cat_2	3	MKF	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00311426-cat_2_5	PF13640	WATLvirus_00311426-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00311426-cat_2_6	PF13759	WATLvirus_00311426-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00311479-cat_1_12	PF01832	WATLvirus_00311479-cat_1	1	MK	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00311588-cat_2_6	PF02543	WATLvirus_00311588-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00311696-cat_1_6	PF02562	WATLvirus_00311696-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00311752-cat_1_11	PF13640	WATLvirus_00311752-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00311752-cat_1_12	PF13759	WATLvirus_00311752-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00311793-cat_2_2	PF13759	WATLvirus_00311793-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00311793-cat_2_6	PF13640	WATLvirus_00311793-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00311814-cat_1_9	PF01467	WATLvirus_00311814-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00311814-cat_1_9	PF01050	WATLvirus_00311814-cat_1	2	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00311842-cat_1_3	PF00534	WATLvirus_00311842-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00311883-cat_1_4	PF13385	WATLvirus_00311883-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00312247-cat_2_5	PF01467	WATLvirus_00312247-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00312247-cat_2_5	PF01050	WATLvirus_00312247-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00312358-cat_1_13	PF13385	WATLvirus_00312358-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00312443-cat_2_7	PF03567	WATLvirus_00312443-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00312510-cat_2_2	PF01227	WATLvirus_00312510-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00312520-cat_2_6	PF04488	WATLvirus_00312520-cat_2	3	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00312633-cat_2_5	PF13640	WATLvirus_00312633-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00312710-cat_1_5	PF01467	WATLvirus_00312710-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00312710-cat_1_5	PF01050	WATLvirus_00312710-cat_1	2	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00312798-cat_2_3	PF00534	WATLvirus_00312798-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00312852-cat_1_5	PF03567	WATLvirus_00312852-cat_1	2	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00312904-cat_2_2	PF01073	WATLvirus_00312904-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00312904-cat_2_2	PF01370	WATLvirus_00312904-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00312904-cat_2_2	PF04321	WATLvirus_00312904-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00312904-cat_2_6	PF01467	WATLvirus_00312904-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00312935-cat_2_12	PF02867	WATLvirus_00312935-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00312935-cat_2_12	PF00317	WATLvirus_00312935-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00312935-cat_2_12	EC:1.17.4.1	WATLvirus_00312935-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00312935-cat_2_12	K00525	WATLvirus_00312935-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00312966-cat_2_8	PF04488	WATLvirus_00312966-cat_2	3	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00312992-cat_2_3	PF03567	WATLvirus_00312992-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00313099-cat_2_17	PF02867	WATLvirus_00313099-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00313099-cat_2_17	PF00317	WATLvirus_00313099-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00313099-cat_2_17	EC:1.17.4.1	WATLvirus_00313099-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00313099-cat_2_17	K00525	WATLvirus_00313099-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00313397-cat_2_3	PF13759	WATLvirus_00313397-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00313427-cat_1_18	PF01817	WATLvirus_00313427-cat_1	2	MKT	Chorismate mutase type II						amg_database	M	Roux et al. 2016	False
WATLvirus_00313457-cat_2_2	PF02543	WATLvirus_00313457-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00313576-cat_2_2	PF02543	WATLvirus_00313576-cat_2	3	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00313653-cat_2_4	PF01050	WATLvirus_00313653-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00313653-cat_2_5	PF01467	WATLvirus_00313653-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00313735-cat_2_8	PF01503	WATLvirus_00313735-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00313735-cat_2_9	PF02867	WATLvirus_00313735-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314042-cat_2_4	PF01073	WATLvirus_00314042-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00314042-cat_2_4	PF01370	WATLvirus_00314042-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00314042-cat_2_4	PF04321	WATLvirus_00314042-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00314080-cat_2_6	PF01467	WATLvirus_00314080-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00314080-cat_2_6	PF01050	WATLvirus_00314080-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00314200-cat_1_11	PF01503	WATLvirus_00314200-cat_1	2	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00314242-cat_2_6	PF02867	WATLvirus_00314242-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314242-cat_2_6	PF00317	WATLvirus_00314242-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314242-cat_2_6	EC:1.17.4.1	WATLvirus_00314242-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314242-cat_2_6	K00525	WATLvirus_00314242-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314267-cat_1_2	PF01073	WATLvirus_00314267-cat_1	2	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00314267-cat_1_2	PF01370	WATLvirus_00314267-cat_1	2	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00314267-cat_1_2	PF04321	WATLvirus_00314267-cat_1	2	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00314300-cat_2_4	PF01073	WATLvirus_00314300-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00314300-cat_2_4	PF01370	WATLvirus_00314300-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00314300-cat_2_4	PF04321	WATLvirus_00314300-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00314305-cat_1_3	PF13385	WATLvirus_00314305-cat_1	3	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00314440-cat_1_9	PF00534	WATLvirus_00314440-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00314460-cat_1_4	PF13759	WATLvirus_00314460-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00314460-cat_1_8	PF13759	WATLvirus_00314460-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00314653-cat_2_4	PF02867	WATLvirus_00314653-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314696-cat_1_4	PF00534	WATLvirus_00314696-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00314741-cat_2_6	PF06508	WATLvirus_00314741-cat_2	3	MKF	Queuosine biosynthesis protein QueC						amg_database		Roux et al. 2016	False
WATLvirus_00314741-cat_2_7	PF01242	WATLvirus_00314741-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00314741-cat_2_13	PF01227	WATLvirus_00314741-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00314788-cat_2_9	PF01242	WATLvirus_00314788-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00314797-cat_2_4	PF13469	WATLvirus_00314797-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00314797-cat_2_4	PF00685	WATLvirus_00314797-cat_2	3	MKF	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00314797-cat_2_7	PF13759	WATLvirus_00314797-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00314980-cat_2_9	PF02867	WATLvirus_00314980-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314980-cat_2_9	PF00317	WATLvirus_00314980-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314980-cat_2_9	EC:1.17.4.1	WATLvirus_00314980-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00314980-cat_2_9	K00525	WATLvirus_00314980-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315012-cat_1_16	PF00685	WATLvirus_00315012-cat_1	1	MK	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00315024-cat_1_6	PF13385	WATLvirus_00315024-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00315026-cat_2_3	PF02867	WATLvirus_00315026-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315026-cat_2_3	EC:1.17.4.1	WATLvirus_00315026-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315026-cat_2_3	K00525	WATLvirus_00315026-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315051-cat_1_30	PF02801	WATLvirus_00315051-cat_1	2	MK	Beta-ketoacyl synthase, C-terminal domain						amg_database	M	Roux et al. 2016	False
WATLvirus_00315263-cat_2_6	PF00534	WATLvirus_00315263-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00315284-cat_2_7	PF13469	WATLvirus_00315284-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00315284-cat_2_7	PF00685	WATLvirus_00315284-cat_2	3	MKF	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00315377-cat_2_8	PF02867	WATLvirus_00315377-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315377-cat_2_8	EC:1.17.4.1	WATLvirus_00315377-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315377-cat_2_8	K00525	WATLvirus_00315377-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315391-cat_2_2	PF13759	WATLvirus_00315391-cat_2	3	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00315448-cat_1_3	PF02867	WATLvirus_00315448-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315448-cat_1_3	PF00317	WATLvirus_00315448-cat_1	2	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00315525-cat_1_70	PF00266	WATLvirus_00315525-cat_1	2	MK	Aminotransferase class-V						amg_database	M	Roux et al. 2016	False
WATLvirus_00315597-cat_2_5	PF01242	WATLvirus_00315597-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00315597-cat_2_6	PF01227	WATLvirus_00315597-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00315927-cat_1_2	PF02562	WATLvirus_00315927-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00315927-cat_1_2	K06217	WATLvirus_00315927-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00315993-cat_2_5	PF01242	WATLvirus_00315993-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00316014-cat_1_5	PF05996	WATLvirus_00316014-cat_1	2	MKF	Ferredoxin-dependent bilin reductase						amg_database		Roux et al. 2016	False
WATLvirus_00316014-cat_1_8	PF02675	WATLvirus_00316014-cat_1	2	MKF	speD; S-adenosylmethionine decarboxylase						amg_database		Sullivan et al. 2005; Ignacio?Espinoza et al. 2012; Hurwitz et al. 2015; Roux et al. 2016	False
WATLvirus_00316114-cat_2_9	PF03567	WATLvirus_00316114-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00316114-cat_2_10	PF01467	WATLvirus_00316114-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00316114-cat_2_10	PF01050	WATLvirus_00316114-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00316117-cat_1_3	PF13640	WATLvirus_00316117-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00316225-cat_2_3	PF01370	WATLvirus_00316225-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00316225-cat_2_3	PF04321	WATLvirus_00316225-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00316225-cat_2_4	PF00682	WATLvirus_00316225-cat_2	3	MKF	HMGL-like						amg_database		Roux et al. 2016	False
WATLvirus_00316331-cat_2_6	PF02867	WATLvirus_00316331-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00316451-cat_2_3	PF02562	WATLvirus_00316451-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00316451-cat_2_3	K06217	WATLvirus_00316451-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00316556-cat_2_4	PF03721	WATLvirus_00316556-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00316556-cat_2_4	PF00984	WATLvirus_00316556-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00316886-cat_2_6	PF02675	WATLvirus_00316886-cat_2	3	MKF	speD; S-adenosylmethionine decarboxylase						amg_database		Sullivan et al. 2005; Ignacio?Espinoza et al. 2012; Hurwitz et al. 2015; Roux et al. 2016	False
WATLvirus_00316968-cat_2_5	PF01242	WATLvirus_00316968-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00317027-cat_2_3	PF01073	WATLvirus_00317027-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00317027-cat_2_3	PF00106	WATLvirus_00317027-cat_2	3	MKF	short chain dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00317027-cat_2_3	PF01370	WATLvirus_00317027-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00317027-cat_2_3	PF04321	WATLvirus_00317027-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00317027-cat_2_6	PF01073	WATLvirus_00317027-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00317027-cat_2_6	PF01370	WATLvirus_00317027-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00317027-cat_2_6	PF04321	WATLvirus_00317027-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00317058-cat_1_5	PF00132	WATLvirus_00317058-cat_1	2	MKF	Bacterial transferase hexapeptide (six repeats)						amg_database		Roux et al. 2016	False
WATLvirus_00317129-cat_1_3	PF02562	WATLvirus_00317129-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00317145-cat_2_5	PF02867	WATLvirus_00317145-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00317145-cat_2_5	PF00317	WATLvirus_00317145-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00317145-cat_2_5	EC:1.17.4.1	WATLvirus_00317145-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00317145-cat_2_5	K00525	WATLvirus_00317145-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00317242-cat_1_3	PF01832	WATLvirus_00317242-cat_1	2	MKF	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00317251-cat_2_9	PF01467	WATLvirus_00317251-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00317251-cat_2_9	PF01050	WATLvirus_00317251-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00317350-cat_2_3	PF13640	WATLvirus_00317350-cat_2	3	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00317686-cat_2_3	PF01467	WATLvirus_00317686-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00317728-cat_1_2	PF01832	WATLvirus_00317728-cat_1	3	MKF	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00317744-cat_1_6	PF13385	WATLvirus_00317744-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00317890-cat_2_2	PF04488	WATLvirus_00317890-cat_2	3	MKF	Glycosyltransferase sugar-binding region containing DXD motif						amg_database		Roux et al. 2016	False
WATLvirus_00317890-cat_2_6	PF13469	WATLvirus_00317890-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00317890-cat_2_6	PF00685	WATLvirus_00317890-cat_2	3	MKF	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00317903-cat_1_5	PF13640	WATLvirus_00317903-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00317903-cat_1_8	PF13640	WATLvirus_00317903-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00317903-cat_1_9	PF13640	WATLvirus_00317903-cat_1	1	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00317970-cat_1_11	PF00534	WATLvirus_00317970-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00318105-cat_2_6	PF00534	WATLvirus_00318105-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00318113-cat_2_2	PF01073	WATLvirus_00318113-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00318113-cat_2_2	PF01370	WATLvirus_00318113-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
