contig_id,Average_pI,realm,kingdom,phylum,class,order,family
NODE_5203_length_5166_cov_6.340051,7.978092002868652,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2612_length_5851_cov_6.436508,4.973643048604329,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8029_length_3897_cov_20.612181,9.488537406921388,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3158653,5.048499997456868,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1903644,4.479333305358886,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5003_length_4257_cov_5.720133,4.512944094340006,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3368_length_6821_cov_7.505173,9.583853912353517,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2172_length_5244_cov_4.105993,4.332745552062988,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3263133,5.227377033233642,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2547685,5.3534695943196615,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_687_length_6921_cov_33.345762,4.100558280944824,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4621_length_5189_cov_10.415855,4.506616020202636,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified Kyanoviridae
NODE_1615_length_4672_cov_6.898635,4.724404080708822,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_9415_length_3514_cov_67.625325,7.184833908081055,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3095609,4.143358039855956,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_83_length_39125_cov_11.782288,5.892838829040527,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1208_length_7519_cov_9.191854,4.606425285339356,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2210592,7.185909843444824,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3002213,9.417830212910973,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2103_length_8404_cov_9.589172,6.63512617746989,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2172_length_4126_cov_247.064358,6.65059871673584,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1707_length_5039_cov_19.290730,5.416835594177246,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2799627,4.219451236724854,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1300_length_5633_cov_221.611868,4.638482475280762,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1070956,4.843898582458496,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2820283,4.478253364562987,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_720325,7.591165733337403,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4030_length_6062_cov_8.421841,8.166340637207028,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4018_length_3639_cov_10.587612,5.275003369649251,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2640620,5.183341026306152,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2750_length_4980_cov_63.402843,6.3488929748535154,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_918_length_15078_cov_66.496572,4.795414924621582,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1795_length_5977_cov_13.899358,6.713605944315591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_957_length_6138_cov_18.221930,7.327538235982259,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1590670,6.40483283996582,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1450440,4.911764335632324,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2082_length_5230_cov_5.514396,5.601903343200683,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_711_length_5535_cov_7.178832,5.190464846293131,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2731542,5.874218940734862,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_685570,5.777733904520672,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2360288,4.224978828430175,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3127246,7.498695755004883,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1685_length_4594_cov_5.965852,5.60275592803955,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_777080,4.878854560852051,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1909_length_6505_cov_5.139535,4.987890688578287,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_8164,6.764971160888671,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1542_length_6932_cov_8.309292,5.226406033833821,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1136_length_8411_cov_5.846577,5.693167813618977,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2738572,5.057215309143066,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_845417,5.460685443878174,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_251_length_7439_cov_15.902627,7.733479118347168,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3774445,4.450288581848144,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2002_length_5890_cov_30.465296,10.022206687927245,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_718309,4.323594474792481,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1487_length_5139_cov_13.171125,5.484670938764298,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3483_length_4437_cov_63.297353,5.34307279586792,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2142_length_4125_cov_28.168305,4.610136059352329,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2572399,9.090141995747883,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_951_length_6155_cov_5.906557,6.235841369628906,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2380_length_5595_cov_19.333213,6.851668167114258,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1929536,4.376966285705566,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales,Hafunaviridae
NODE_3501_length_4210_cov_4.134296,5.173110008239746,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1022_length_6504_cov_5.654055,4.951693725585937,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1285_length_7833_cov_19.896889,5.457134437561035,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3281377,5.878823262169248,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_585292,8.875314140319826,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1529815,6.252084541320801,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_659_length_17954_cov_8.174591,5.181127461520108,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_868_length_6170_cov_99.238430,4.38172181447347,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1357_length_7675_cov_111.737795,6.850655937194824,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1512_length_5419_cov_6.037658,10.9248929977417,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1800_length_4818_cov_11.636574,5.064462280273437,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_126_length_5349_cov_13.850397,10.971503639221194,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2619594,5.366248893737793,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6185_length_4644_cov_21.897799,6.736447143554687,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3170322,4.648542976379395,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_479029,9.441378784179689,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1787388,5.069454638163249,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_202818,9.113503328959148,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6323_length_4573_cov_7.687915,6.428812408447266,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_9867_length_3704_cov_4.504522,4.181013870239257,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2061112,5.395577812194825,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1547666,5.964388593037923,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1362_length_7662_cov_8.794531,5.622365379333496,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_500_length_8001_cov_5.606972,4.783308219909667,,,,Unclassified,Unclassified,Unclassified
genomad_k141_3490753,6.099490801493327,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3788_length_5882_cov_6.721126,6.952120552062988,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8844_length_3660_cov_7.691540,6.118149948120117,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3900_length_6202_cov_20.750122,5.434455680847167,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_78002,7.508698654174805,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_385750,5.251680437723795,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3884_length_3719_cov_4.519105,7.278615951538084,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3098_length_4528_cov_7.190923,8.571990394592287,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1773584,6.88419542312622,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_983_length_5855_cov_8.003448,4.862371253967285,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1697_length_5062_cov_5.510485,9.519869041442872,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_865076,6.265612220764161,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3321_length_6353_cov_13.530010,5.823880449930827,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1673590,6.612729167938233,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_192_length_25026_cov_11.750551,5.263712692260742,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_747180,5.018678474426269,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2361_length_8497_cov_10.097015,5.6645399093627935,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3117_length_6113_cov_30.823869,5.450067456563313,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3331_length_3718_cov_8.687142,6.179643821716308,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1156205,5.83489070892334,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1383480,5.005548667907715,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2820_length_3584_cov_3.424483,7.456008529663086,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4900_length_3561_cov_7.978608,7.746109199523925,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1564040,4.994806098937988,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2596786,5.71979643503825,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7844_length_3957_cov_7.480010,4.469822247823079,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2381_length_8465_cov_18.639239,6.192161293029785,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_114_length_25765_cov_1097.133528,5.791821164670198,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2162396,5.327939414978027,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2935_length_4086_cov_169.050856,8.351323699951172,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3688167,6.01793758392334,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3632_length_5576_cov_5.450462,4.763528251647949,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1729_length_7305_cov_25.152690,4.881336530049642,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1325_length_4167_cov_6.849465,6.462827949523925,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2975_length_4694_cov_7.712007,5.308216285705566,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2196_length_8887_cov_7.583673,6.352385997772217,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_775668,8.556861050923665,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4094_length_3961_cov_16.215822,5.260727310180664,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2246_length_5118_cov_36.132135,4.585792732238769,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8600_length_3732_cov_43.562415,5.128889274597167,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2635903,7.69302158355713,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Unclassified Autographiviridae
genomad_k141_2120199,4.32664483388265,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_470970,6.315971565246582,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1896_length_4867_cov_4.503741,5.206957626342774,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_66573,8.021418952941893,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2360_length_5703_cov_4.701133,4.895707321166992,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2880236,4.207983970642091,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2204_length_5782_cov_9.645189,6.289029884338379,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3813_length_3676_cov_12.615852,4.571014595031738,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1751_length_6067_cov_5.611943,5.596674156188964,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_954_length_4858_cov_10.119092,7.463874626159668,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2639_length_5243_cov_39.544333,8.25221118927002,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_342554,4.6837263107299805,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7791_length_3976_cov_40.230043,4.4087677001953125,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3633082,9.61940822601318,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7240_length_4170_cov_40.761118,7.632711791992186,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5173_length_5186_cov_5.273436,4.975054550170897,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_32650,4.89292221069336,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6230_length_4618_cov_6.937541,4.329022598266602,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4167_length_5535_cov_11.379380,6.071214358011882,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2157462,6.5524997075398765,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8309_length_3553_cov_20.276444,4.72035903930664,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1799_length_7148_cov_12.103341,4.430849647521973,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2816526,5.139063453674316,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8384_length_3792_cov_22.270270,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8082_length_3882_cov_23.128299,4.098909950256346,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4086_length_4701_cov_7.759793,4.129404067993164,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_149_length_37618_cov_8.337673,5.695104265213013,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6995_length_3986_cov_6.149835,7.371344757080077,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3780260,7.23998794555664,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7342_length_3860_cov_20.305650,4.60705051422119,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4742_length_5097_cov_10.228877,4.928247642517088,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6906_length_4316_cov_58.764140,8.219294166564941,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2707754,5.626656723022461,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1140_length_8382_cov_6.816380,6.526994132995606,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2858113,4.801326179504395,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_436_length_8425_cov_13.936918,5.638678169250488,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
