metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5397_length_5210_cov_9.117944	5210	No terminal repeats	6	11	0.8515	NA	0	1.1287	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_7971_length_5210_cov_12.381959	5210	No terminal repeats	6	11	0.8588	NA	0	0.8368	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2833_length_5210_cov_5.476431	5210	No terminal repeats	6	11	0.947	NA	0	1.4402	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1359_length_5211_cov_7.078161	5211	No terminal repeats	4	11	0.7205	NA	0	0.3019	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6890_length_5211_cov_6.629946	5211	No terminal repeats	7	11	0.8166	NA	0	0.5885	NA	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_1749_length_5211_cov_8.208107	5211	No terminal repeats	2	11	0.883	NA	0	1.7046	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_3757_length_5211_cov_9.010279	5211	No terminal repeats	6	11	0.8872	NA	0	0.8981	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_3754_length_5212_cov_40.576110	5212	No terminal repeats	3	11	0.7315	NA	0	0.1354	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_5325_length_5212_cov_10.032189	5212	No terminal repeats	7	11	0.7803	NA	0	0.149	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3314_length_5212_cov_11.875703	5212	No terminal repeats	5	11	0.8048	NA	0	0.3536	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6889_length_5212_cov_4.405856	5212	No terminal repeats	7	11	0.8772	NA	0	0.0744	NA	NA
220805_MW_S1_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_988_length_5212_cov_56.272445	5212	No terminal repeats	3	11	0.9739	NA	0	1.2432	NA	NA
220808_MW_S1_DNA_Pore1_5_A_contigs_plasmid_summary.tsv	NODE_1766_length_5213_cov_9.477898	5213	No terminal repeats	2	11	0.7217	NA	0	0.5451	NA	NA
220813_JW_F23_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_226_length_5213_cov_29.440675	5213	No terminal repeats	8	11	0.775	NA	0	0	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_2466_length_5213_cov_46.370880	5213	No terminal repeats	7	11	0.8872	NA	0	0.2748	NA	NA
220808_BK_F14_DNA_mat_black_1_contigs_plasmid_summary.tsv	NODE_6732_length_5213_cov_7.148701	5213	No terminal repeats	6	11	0.8884	NA	0	1.2365	NA	NA
220811_MW_F13_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_4407_length_5213_cov_20.200659	5213	No terminal repeats	8	11	0.9511	NA	0	0.8035	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5131_length_5214_cov_5.527234	5214	No terminal repeats	5	11	0.772	NA	0	0.8018	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5979_length_5214_cov_8.213413	5214	No terminal repeats	8	11	0.9594	NA	0	1.0538	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2085_length_5215_cov_8.252519	5215	No terminal repeats	7	11	0.8941	NA	0	0.6506	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5974_length_5215_cov_28.752519	5215	No terminal repeats	6	11	0.9477	NA	0	1.1995	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_431_length_5216_cov_14.560163	5216	No terminal repeats	9	11	0.8033	NA	0	0	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_241_length_5216_cov_58.180391	5216	No terminal repeats	4	11	0.8109	NA	0	0	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_2311_length_5216_cov_9.701221	5216	No terminal repeats	7	11	0.8283	NA	0	0.4734	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1454_length_5216_cov_15.218756	5216	No terminal repeats	7	11	0.8889	NA	0	0.1379	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_811_length_5217_cov_15.622821	5217	No terminal repeats	8	11	0.8803	NA	0	0	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_2465_length_5217_cov_25.907788	5217	No terminal repeats	9	11	0.9797	NA	0	1.631	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5383_length_5218_cov_7.365679	5218	No terminal repeats	6	11	0.8633	NA	0	0.4714	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1689_length_5218_cov_13.399187	5218	No terminal repeats	7	11	0.894	NA	1	0.9293	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1250_length_5218_cov_7.755375	5218	No terminal repeats	7	11	0.9506	NA	0	2.801	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1453_length_5218_cov_8.851637	5218	No terminal repeats	6	11	0.9734	NA	0	1.2349	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5968_length_5219_cov_7.049961	5219	No terminal repeats	3	11	0.7803	NA	0	0.1579	NA	NA
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_4806_length_5219_cov_9.565647	5219	No terminal repeats	5	11	0.8149	NA	0	0.6304	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2683_length_5220_cov_3.813940	5220	No terminal repeats	4	11	0.75	NA	0	0.5764	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_5309_length_5220_cov_15.664472	5220	No terminal repeats	5	11	0.8321	NA	0	1.462	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1687_length_5220_cov_10.286544	5220	No terminal repeats	4	11	0.8553	NA	0	0.1439	NA	NA
220806_BK_F6E_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2291_length_5220_cov_10.907067	5220	No terminal repeats	5	11	0.8754	NA	1	0.9293	NA	NA
220808_BK_F14_DNA_sed_white_contigs_plasmid_summary.tsv	NODE_1067_length_5220_cov_10.210068	5220	No terminal repeats	7	11	0.9408	NA	0	1.4635	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5379_length_5221_cov_6.630662	5221	No terminal repeats	6	11	0.7104	NA	0	1.0162	NA	NF000402
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_4804_length_5221_cov_6.572784	5221	No terminal repeats	4	11	0.7828	NA	0	0.3753	NA	NF000272
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5117_length_5221_cov_13.527294	5221	No terminal repeats	4	11	0.926	NA	0	0.5701	NA	NA
220808_BK_F12_DNA_salt_contigs_plasmid_summary.tsv	NODE_2982_length_5221_cov_14.439024	5221	No terminal repeats	6	11	0.967	NA	0	2.6261	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_487_length_5221_cov_11.647116	5221	No terminal repeats	1	11	0.98	NA	0	1.6258	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_4052_length_5221_cov_11.696477	5221	No terminal repeats	4	11	0.9858	NA	0	0.9207	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1624_length_5222_cov_37.210954	5222	No terminal repeats	3	11	0.7993	NA	0	0	NA	NA
220807_MW_S7_DNA_Sed_B_contigs_plasmid_summary.tsv	NODE_1875_length_5222_cov_5.374298	5222	No terminal repeats	5	11	0.867	NA	0	0.3127	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5376_length_5222_cov_8.293787	5222	No terminal repeats	7	11	0.8898	NA	0	0.903	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_380_length_5222_cov_35.092123	5222	No terminal repeats	7	11	0.9299	NA	3	4.7832	MOBQ	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3988_length_5222_cov_148.475518	5222	No terminal repeats	9	11	0.94	NA	0	1.9241	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2497_length_5222_cov_7.546545	5222	No terminal repeats	6	11	0.9579	NA	0	1.6567	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1622_length_5223_cov_27.052825	5223	No terminal repeats	4	11	0.7924	NA	0	0	NA	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_1731_length_5223_cov_9.324884	5223	No terminal repeats	6	11	0.9158	NA	0	0.3111	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2213_length_5223_cov_9.130805	5223	No terminal repeats	7	11	0.9373	NA	0	1.1292	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5517_length_5223_cov_5.879063	5223	No terminal repeats	8	11	0.9428	NA	0	0.7172	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_4049_length_5223_cov_32.144737	5223	No terminal repeats	6	11	0.9857	NA	0	2.0089	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_5410_length_5224_cov_19.384794	5224	No terminal repeats	6	11	0.712	NA	0	0.1167	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3302_length_5224_cov_55.741343	5224	No terminal repeats	6	11	0.7439	NA	0	0.2075	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2824_length_5224_cov_8.498356	5224	No terminal repeats	5	11	0.8776	NA	1	2.1911	NA	NA
220805_MW_S1_DNA_T4_Sed_C_contigs_plasmid_summary.tsv	NODE_739_length_5224_cov_17.477268	5224	No terminal repeats	9	11	0.9247	NA	0	0.6036	NA	NA
220812_MW_F9_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_939_length_5224_cov_43.197717	5224	No terminal repeats	6	11	0.961	NA	0	0.4618	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1476_length_5224_cov_10.086671	5224	No terminal repeats	6	11	0.9675	NA	0	0.3333	NA	NF000496
220805_BK_F1_DNA_sed_contigs_plasmid_summary.tsv	NODE_731_length_5224_cov_12.943122	5224	No terminal repeats	3	11	0.9745	NA	0	1.5301	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5372_length_5225_cov_5.361702	5225	No terminal repeats	6	11	0.7762	NA	0	0.813	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2194_length_5225_cov_32.957253	5225	No terminal repeats	8	11	0.871	NA	0	0.687	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3300_length_5225_cov_52.318956	5225	No terminal repeats	4	11	0.9298	NA	0	1.2858	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_429_length_5225_cov_6.216054	5225	No terminal repeats	7	11	0.9959	NA	5	7.3852	MOBP1;MOBP1	NA
220805_BK_F1_DNA_sed_contigs_plasmid_summary.tsv	NODE_728_length_5226_cov_10.860375	5226	No terminal repeats	6	11	0.7764	NA	0	0.2264	NA	NA
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_4797_length_5226_cov_13.824405	5226	No terminal repeats	6	11	0.7915	NA	0	1.4333	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2654_length_5226_cov_7.879134	5226	No terminal repeats	8	11	0.8222	NA	0	0.1777	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2678_length_5226_cov_5.598724	5226	No terminal repeats	6	11	0.8547	NA	0	0.3163	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2822_length_5226_cov_5.745697	5226	No terminal repeats	5	11	0.8751	NA	0	0.3464	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5513_length_5226_cov_9.933088	5226	No terminal repeats	5	11	0.8796	NA	0	0.1459	NA	NA
220808_BK_F13_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_5069_length_5226_cov_13.770257	5226	No terminal repeats	7	11	0.9218	NA	5	5.2266	t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_1727_length_5226_cov_6.880681	5226	No terminal repeats	6	11	0.9516	NA	0	0.5009	NA	NA
220809_MW_S9_DNA_sed_contigs_plasmid_summary.tsv	NODE_2041_length_5226_cov_16.913556	5226	No terminal repeats	10	11	0.9617	NA	1	2.632	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2677_length_5227_cov_8.623163	5227	No terminal repeats	6	11	0.7235	NA	0	0.3853	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4561_length_5227_cov_8.075599	5227	No terminal repeats	7	11	0.811	NA	0	0	NA	NA
220805_BK_F3_DNA_sed_contigs_plasmid_summary.tsv	NODE_4167_length_5227_cov_109.315932	5227	No terminal repeats	7	11	0.8659	NA	1	1.5674	T_virB10	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5366_length_5227_cov_9.908739	5227	No terminal repeats	6	11	0.9948	NA	0	4.9632	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5508_length_5228_cov_11.673497	5228	No terminal repeats	5	11	0.8562	NA	0	0.9304	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1995_length_5228_cov_16.239320	5228	No terminal repeats	6	11	0.9882	NA	0	2.9855	NA	NA
220806_BK_F6E_DNA_mat_orange_contigs_plasmid_summary.tsv	NODE_4793_length_5229_cov_4.712408	5229	No terminal repeats	9	11	0.7518	NA	0	2.9284	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_7938_length_5229_cov_9.933707	5229	No terminal repeats	5	11	0.8147	NA	0	0.8436	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1680_length_5229_cov_13.456513	5229	No terminal repeats	6	11	0.9307	NA	0	0.226	NA	NF033085
220805_BK_F3_DNA_sed_contigs_plasmid_summary.tsv	NODE_4165_length_5229_cov_90.326633	5229	No terminal repeats	5	11	0.9801	NA	2	2.7761	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5948_length_5230_cov_6.658164	5230	No terminal repeats	5	11	0.7014	NA	0	0.1401	NA	NA
220807_MW_S7_DNA_Salt_Mat_contigs_plasmid_summary.tsv	NODE_2947_length_5230_cov_7.851981	5230	No terminal repeats	4	11	0.7524	NA	0	0.2381	NA	NF000262
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2081_length_5230_cov_11.243865	5230	No terminal repeats	8	11	0.8663	NA	0	2.6625	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2191_length_5230_cov_5.899324	5230	No terminal repeats	6	11	0.9275	NA	0	0.33	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2188_length_5230_cov_18.486184	5230	No terminal repeats	8	11	0.9342	NA	0	2.3831	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_2299_length_5230_cov_12.554396	5230	No terminal repeats	5	11	0.9497	NA	0	1.2782	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4558_length_5230_cov_9.956715	5230	No terminal repeats	8	11	0.951	NA	0	0.9908	NA	NA
220806_BK_F6E_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_2284_length_5230_cov_4.379130	5230	No terminal repeats	6	11	0.9669	NA	0	0.1937	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2673_length_5231_cov_6.355100	5231	No terminal repeats	5	11	0.7604	NA	0	2.2038	NA	NF033135
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2276_length_5231_cov_5.800618	5231	No terminal repeats	5	11	0.7845	NA	0	2.1609	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5504_length_5231_cov_7.790572	5231	No terminal repeats	5	11	0.8585	NA	0	2.1896	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2186_length_5231_cov_16.319745	5231	No terminal repeats	2	11	0.875	NA	0	0.7331	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_7933_length_5231_cov_7.516422	5231	No terminal repeats	4	11	0.9307	NA	0	1.7183	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5097_length_5231_cov_17.585201	5231	No terminal repeats	3	11	0.932	NA	0	0.8717	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5355_length_5231_cov_9.436244	5231	No terminal repeats	6	11	0.9559	NA	0	0.7726	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2187_length_5231_cov_7.368238	5231	No terminal repeats	5	11	0.9897	NA	1	6.0724	NA	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_1458_length_5232_cov_78.602086	5232	No terminal repeats	5	11	0.7413	NA	0	1.4825	NA	NA
220811_MW_F13_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_4381_length_5232_cov_13.346533	5232	No terminal repeats	6	11	0.7473	NA	0	0.2532	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_804_length_5232_cov_9.538536	5232	No terminal repeats	4	11	0.756	NA	0	0.1439	NA	NA
220812_MW_F12_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_1315_length_5232_cov_19.455090	5232	No terminal repeats	7	11	0.8168	NA	0	0	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6853_length_5232_cov_7.805872	5232	No terminal repeats	8	11	0.8608	NA	0	5.0558	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1237_length_5232_cov_7.507823	5232	No terminal repeats	7	11	0.8719	NA	0	0.5885	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2670_length_5232_cov_7.128453	5232	No terminal repeats	6	11	0.9045	NA	0	0.581	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2484_length_5232_cov_17.969480	5232	No terminal repeats	5	11	0.9902	NA	0	3.3688	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_3728_length_5233_cov_5.060448	5233	No terminal repeats	5	11	0.7158	NA	0	0.4952	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5348_length_5233_cov_5.294708	5233	No terminal repeats	6	11	0.7912	NA	0	0.8818	NA	NA
220811_MW_F14_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_4585_length_5233_cov_7.958864	5233	No terminal repeats	6	11	0.9512	NA	0	1.4311	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2183_length_5233_cov_24.297026	5233	No terminal repeats	7	11	0.9522	NA	0	1.9442	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6851_length_5234_cov_5.617108	5234	No terminal repeats	4	11	0.7884	NA	0	0.5372	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_5281_length_5234_cov_20.433095	5234	No terminal repeats	11	11	0.9695	NA	0	0.7001	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1618_length_5234_cov_14.139023	5234	No terminal repeats	5	11	0.9891	NA	0	1.4674	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5501_length_5234_cov_33.212975	5234	No terminal repeats	6	11	0.9902	NA	0	0.7161	NA	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_258_length_5235_cov_5.488224	5235	No terminal repeats	3	11	0.7674	NA	0	0.3249	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2204_length_5235_cov_9.029151	5235	No terminal repeats	5	11	0.7856	NA	0	0.1804	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5500_length_5235_cov_8.328764	5235	No terminal repeats	6	11	0.9845	NA	1	5.4697	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2651_length_5236_cov_4.414399	5236	No terminal repeats	6	11	0.7276	NA	0	1.0148	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1625_length_5236_cov_42.594866	5236	No terminal repeats	4	11	0.7822	NA	0	0.4263	NA	NA
220806_BK_F5_DNA_salt_contigs_plasmid_summary.tsv	NODE_3391_length_5236_cov_3.929357	5236	No terminal repeats	7	11	0.8639	NA	0	0.1657	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6848_length_5236_cov_5.382938	5236	No terminal repeats	5	11	0.8791	NA	0	0.9473	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5932_length_5236_cov_19.624590	5236	No terminal repeats	7	11	0.8911	NA	0	0.7736	NA	NA
220807_BK_F8_DNA_plankton_contigs_plasmid_summary.tsv	NODE_2533_length_5237_cov_26.995176	5237	No terminal repeats	5	11	0.8353	NA	0	0.1471	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3284_length_5237_cov_8.972212	5237	No terminal repeats	4	11	0.9111	NA	0	0.5009	NA	NA
220806_MW_S1_DNA_NextDay_A_contigs_plasmid_summary.tsv	NODE_689_length_5238_cov_13.107274	5238	No terminal repeats	5	11	0.9086	NA	0	0.9166	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_3721_length_5238_cov_16.259695	5238	No terminal repeats	7	11	0.979	NA	1	2.6779	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2203_length_5238_cov_9.389350	5238	No terminal repeats	6	11	0.9834	NA	0	1.307	NA	NA
220812_MW_F9_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_933_length_5239_cov_5.294946	5239	No terminal repeats	8	11	0.802	NA	0	1.3707	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3214_length_5239_cov_18.351852	5239	No terminal repeats	2	11	0.8589	NA	0	0.9834	NA	NA
220808_BK_F13_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_5045_length_5240_cov_8.982449	5240	No terminal repeats	5	11	0.8518	NA	0	1.2952	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1471_length_5240_cov_29.065188	5240	No terminal repeats	6	11	0.8735	NA	1	1.2206	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_504_length_5240_cov_8.626230	5240	No terminal repeats	5	11	0.8918	NA	0	0.7024	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1673_length_5240_cov_19.826615	5240	No terminal repeats	6	11	0.9007	NA	0	1.3126	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5086_length_5240_cov_6.910897	5240	No terminal repeats	6	11	0.9401	NA	0	1.3676	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_5491_length_5240_cov_9.878496	5240	No terminal repeats	6	11	0.9403	NA	0	0.9509	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2646_length_5240_cov_5.793443	5240	No terminal repeats	7	11	0.945	NA	0	1.4864	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_3720_length_5240_cov_4.040501	5240	No terminal repeats	6	11	0.9792	NA	1	3.7346	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1020_length_5240_cov_74.436451	5240	No terminal repeats	5	11	0.9909	NA	0	3.9785	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2263_length_5241_cov_9.337254	5241	No terminal repeats	6	11	0.7194	NA	0	0.6936	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6835_length_5241_cov_7.154840	5241	No terminal repeats	5	11	0.7703	NA	0	1.5982	NA	NA
220807_MW_S7_DNA_Salt_Mat_contigs_plasmid_summary.tsv	NODE_2935_length_5241_cov_5.278442	5241	No terminal repeats	6	11	0.78	NA	0	0.137	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_5387_length_5241_cov_6.403201	5241	No terminal repeats	4	11	0.8504	NA	0	0.5246	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2191_length_5241_cov_54.565561	5241	No terminal repeats	5	11	0.8879	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5084_length_5241_cov_7.327806	5241	No terminal repeats	5	11	0.9098	NA	0	0.2701	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2665_length_5241_cov_8.815465	5241	No terminal repeats	6	11	0.9908	NA	0	1.9966	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3283_length_5241_cov_33.294254	5241	No terminal repeats	9	11	0.9938	NA	0	2.9164	NA	NA
220806_BK_F5_DNA_biofilm_contigs_plasmid_summary.tsv	NODE_1304_length_5242_cov_8.571621	5242	No terminal repeats	8	11	0.9395	NA	0	0.5013	NA	NA
220806_BK_F6E_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_2281_length_5243_cov_7.936392	5243	No terminal repeats	5	11	0.8897	NA	0	2.6531	NA	NA
220808_BK_F14_DNA_mat_black_1_contigs_plasmid_summary.tsv	NODE_6670_length_5243_cov_13.604086	5243	No terminal repeats	7	11	0.9654	NA	0	1.5645	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_6828_length_5244_cov_6.450761	5244	No terminal repeats	8	11	0.759	NA	0	1.6438	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_5325_length_5244_cov_9.150318	5244	No terminal repeats	6	11	0.7793	NA	0	0.331	NA	NA
