metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4043_length_5174_cov_128.897832	5174	No terminal repeats	6	11	0.8484	NA	0	0.503	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1648_length_5174_cov_25.783551	5174	No terminal repeats	7	11	0.8523	NA	0	0	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2119_length_5174_cov_7.129517	5174	No terminal repeats	7	11	0.8651	NA	0	0.3632	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4042_length_5175_cov_14.511914	5175	No terminal repeats	5	11	0.7271	NA	0	0.2375	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2248_length_5177_cov_8.111870	5177	No terminal repeats	5	11	0.9135	NA	0	0.899	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2862_length_5177_cov_14.122999	5177	No terminal repeats	4	11	0.9362	NA	0	1.3399	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3142_length_5177_cov_88.046466	5177	No terminal repeats	8	11	0.9861	NA	0	3.1066	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1050_length_5180_cov_118.259707	5180	No terminal repeats	7	11	0.8917	NA	0	1.1819	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2246_length_5180_cov_9.368976	5180	No terminal repeats	6	11	0.9004	NA	0	1.1624	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2115_length_5181_cov_6.667967	5181	No terminal repeats	6	11	0.9004	NA	0	0.6072	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4633_length_5182_cov_5.925883	5182	No terminal repeats	5	11	0.8172	NA	0	0.711	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_6038_length_5182_cov_10.415643	5182	No terminal repeats	6	11	0.9064	NA	0	0.8208	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2487_length_5184_cov_6.548060	5184	No terminal repeats	5	11	0.8688	NA	0	0.9322	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_436_length_5185_cov_7.744834	5185	No terminal repeats	2	11	0.8152	NA	0	0	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3343_length_5185_cov_8.468616	5185	No terminal repeats	6	11	0.8453	NA	0	0.1761	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2240_length_5186_cov_178.550770	5186	No terminal repeats	6	11	0.9933	NA	0	3.4366	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5170_length_5188_cov_8.325735	5188	No terminal repeats	4	11	0.8957	NA	0	0.8406	NA	NF033134
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_6027_length_5188_cov_23.120592	5188	No terminal repeats	4	11	0.9226	NA	0	0.7223	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2484_length_5189_cov_17.355668	5189	No terminal repeats	4	11	0.8887	NA	0	0.3554	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2110_length_5190_cov_192.587537	5190	No terminal repeats	5	11	0.845	NA	0	0.2075	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5168_length_5190_cov_10.047907	5190	No terminal repeats	5	11	0.9671	NA	0	0.4927	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2482_length_5190_cov_7.579747	5190	No terminal repeats	7	11	0.9763	NA	0	2.8612	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2699_length_5191_cov_4.471768	5191	No terminal repeats	7	11	0.7007	NA	0	0.7736	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2618_length_5191_cov_89.344042	5191	No terminal repeats	5	11	0.7889	NA	0	0.1738	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2107_length_5191_cov_206.941394	5191	No terminal repeats	5	11	0.8342	NA	0	0.1378	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1638_length_5191_cov_11.249805	5191	No terminal repeats	6	11	0.8825	NA	0	0.7129	NA	NF033105
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3269_length_5192_cov_44.529103	5192	No terminal repeats	6	11	0.8034	NA	0	1.3126	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_820_length_5192_cov_192.861787	5192	No terminal repeats	4	11	0.8411	NA	0	0.2003	NA	NF000272
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1713_length_5192_cov_7.889624	5192	No terminal repeats	9	11	0.97	NA	0	1.0368	NA	NA
220811_MW_F14_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2412_length_5193_cov_22.713313	5193	No terminal repeats	8	11	0.8163	NA	0	0.3344	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1634_length_5193_cov_118.280459	5193	No terminal repeats	6	11	0.9053	NA	0	0.1512	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3267_length_5193_cov_5.262164	5193	No terminal repeats	7	11	0.9242	NA	0	0.4627	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_818_length_5193_cov_69.134099	5193	No terminal repeats	7	11	0.9246	NA	0	1.5291	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1262_length_5193_cov_30.595562	5193	No terminal repeats	5	11	0.9403	NA	0	1.1993	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1487_length_5194_cov_9.427515	5194	No terminal repeats	6	11	0.7168	NA	0	0.4457	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2796_length_5194_cov_9.541934	5194	No terminal repeats	3	11	0.8297	NA	0	0.3366	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4613_length_5194_cov_8.187196	5194	No terminal repeats	7	11	0.8424	NA	0	0.5479	NA	NA
220811_MW_F14_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2411_length_5194_cov_29.431601	5194	No terminal repeats	6	11	0.8565	NA	0	0.518	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2846_length_5195_cov_15.981323	5195	No terminal repeats	5	11	0.7927	NA	0	0.5399	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2615_length_5195_cov_31.097860	5195	No terminal repeats	3	11	0.8081	NA	0	0	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2685_length_5195_cov_5.382101	5195	No terminal repeats	7	11	0.8989	NA	0	0.2973	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2695_length_5196_cov_16.824548	5196	No terminal repeats	10	11	0.8691	NA	0	1.9819	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4024_length_5196_cov_8.304610	5196	No terminal repeats	3	11	0.9086	NA	0	0.9551	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_6016_length_5197_cov_9.100739	5197	No terminal repeats	8	11	0.815	NA	0	0.7559	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1259_length_5197_cov_6.655970	5197	No terminal repeats	6	11	0.8785	NA	0	1.7183	NA	NA
220809_MW_S9_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_244_length_5197_cov_68.325749	5197	No terminal repeats	7	11	0.9577	NA	0	1.4588	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_6009_length_5199_cov_63.105365	5199	No terminal repeats	6	11	0.9395	NA	0	0.6929	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1638_length_5199_cov_60.862364	5199	No terminal repeats	5	11	0.9425	NA	0	1.6314	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2098_length_5200_cov_9.054227	5200	No terminal repeats	6	11	0.8534	NA	0	0.1401	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2099_length_5200_cov_7.358212	5200	No terminal repeats	5	11	0.9187	NA	0	0.8814	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2208_length_5201_cov_48.177614	5201	No terminal repeats	5	11	0.7837	NA	0	0.6083	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_1695_length_5201_cov_3.445977	5201	No terminal repeats	5	11	0.9635	NA	0	1.8651	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1654_length_5201_cov_5.703070	5201	No terminal repeats	9	11	0.9814	NA	0	3.1184	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_6004_length_5202_cov_7.440256	5202	No terminal repeats	6	11	0.7651	NA	0	0.6118	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1636_length_5203_cov_174.113054	5203	No terminal repeats	7	11	0.7138	NA	0	1.2001	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_1694_length_5203_cov_10.527389	5203	No terminal repeats	5	11	0.7179	NA	0	0.7141	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_814_length_5203_cov_9.693473	5203	No terminal repeats	4	11	0.8137	NA	0	0.8961	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3254_length_5204_cov_20.074578	5204	No terminal repeats	6	11	0.7776	NA	0	1.4958	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3321_length_5204_cov_20.779763	5204	No terminal repeats	4	11	0.8426	NA	0	0.2508	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2096_length_5204_cov_7.658186	5204	No terminal repeats	5	11	0.9067	NA	0	0.5383	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5147_length_5204_cov_10.769858	5204	No terminal repeats	5	11	0.9827	NA	0	0.7615	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2514_length_5206_cov_5.907785	5206	No terminal repeats	9	11	0.9317	NA	0	0.4356	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_811_length_5208_cov_9.978071	5208	No terminal repeats	5	11	0.9082	NA	0	0.9227	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3251_length_5209_cov_13.811991	5209	No terminal repeats	6	11	0.7999	NA	0	0.2626	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2092_length_5209_cov_13.919868	5209	No terminal repeats	6	11	0.8685	NA	0	0.1451	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5137_length_5210_cov_6.398060	5210	No terminal repeats	7	11	0.8372	NA	0	0.2467	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2091_length_5210_cov_7.959845	5210	No terminal repeats	7	11	0.8488	NA	0	0.2784	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2833_length_5210_cov_5.476431	5210	No terminal repeats	6	11	0.947	NA	0	1.4402	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1359_length_5211_cov_7.078161	5211	No terminal repeats	4	11	0.7205	NA	0	0.3019	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3314_length_5212_cov_11.875703	5212	No terminal repeats	5	11	0.8048	NA	0	0.3536	NA	NA
220813_JW_F23_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_226_length_5213_cov_29.440675	5213	No terminal repeats	8	11	0.775	NA	0	0	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_2466_length_5213_cov_46.370880	5213	No terminal repeats	7	11	0.8872	NA	0	0.2748	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5131_length_5214_cov_5.527234	5214	No terminal repeats	5	11	0.772	NA	0	0.8018	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5979_length_5214_cov_8.213413	5214	No terminal repeats	8	11	0.9594	NA	0	1.0538	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2085_length_5215_cov_8.252519	5215	No terminal repeats	7	11	0.8941	NA	0	0.6506	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5974_length_5215_cov_28.752519	5215	No terminal repeats	6	11	0.9477	NA	0	1.1995	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_431_length_5216_cov_14.560163	5216	No terminal repeats	9	11	0.8033	NA	0	0	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_241_length_5216_cov_58.180391	5216	No terminal repeats	4	11	0.8109	NA	0	0	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1454_length_5216_cov_15.218756	5216	No terminal repeats	7	11	0.8889	NA	0	0.1379	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_811_length_5217_cov_15.622821	5217	No terminal repeats	8	11	0.8803	NA	0	0	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_2465_length_5217_cov_25.907788	5217	No terminal repeats	9	11	0.9797	NA	0	1.631	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1689_length_5218_cov_13.399187	5218	No terminal repeats	7	11	0.894	NA	1	0.9293	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1250_length_5218_cov_7.755375	5218	No terminal repeats	7	11	0.9506	NA	0	2.801	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1453_length_5218_cov_8.851637	5218	No terminal repeats	6	11	0.9734	NA	0	1.2349	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5968_length_5219_cov_7.049961	5219	No terminal repeats	3	11	0.7803	NA	0	0.1579	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2683_length_5220_cov_3.813940	5220	No terminal repeats	4	11	0.75	NA	0	0.5764	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1687_length_5220_cov_10.286544	5220	No terminal repeats	4	11	0.8553	NA	0	0.1439	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5117_length_5221_cov_13.527294	5221	No terminal repeats	4	11	0.926	NA	0	0.5701	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_487_length_5221_cov_11.647116	5221	No terminal repeats	1	11	0.98	NA	0	1.6258	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1624_length_5222_cov_37.210954	5222	No terminal repeats	3	11	0.7993	NA	0	0	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3988_length_5222_cov_148.475518	5222	No terminal repeats	9	11	0.94	NA	0	1.9241	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2497_length_5222_cov_7.546545	5222	No terminal repeats	6	11	0.9579	NA	0	1.6567	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1622_length_5223_cov_27.052825	5223	No terminal repeats	4	11	0.7924	NA	0	0	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2213_length_5223_cov_9.130805	5223	No terminal repeats	7	11	0.9373	NA	0	1.1292	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3302_length_5224_cov_55.741343	5224	No terminal repeats	6	11	0.7439	NA	0	0.2075	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2824_length_5224_cov_8.498356	5224	No terminal repeats	5	11	0.8776	NA	1	2.1911	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1476_length_5224_cov_10.086671	5224	No terminal repeats	6	11	0.9675	NA	0	0.3333	NA	NF000496
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2194_length_5225_cov_32.957253	5225	No terminal repeats	8	11	0.871	NA	0	0.687	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3300_length_5225_cov_52.318956	5225	No terminal repeats	4	11	0.9298	NA	0	1.2858	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2654_length_5226_cov_7.879134	5226	No terminal repeats	8	11	0.8222	NA	0	0.1777	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2678_length_5226_cov_5.598724	5226	No terminal repeats	6	11	0.8547	NA	0	0.3163	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2822_length_5226_cov_5.745697	5226	No terminal repeats	5	11	0.8751	NA	0	0.3464	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2677_length_5227_cov_8.623163	5227	No terminal repeats	6	11	0.7235	NA	0	0.3853	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4561_length_5227_cov_8.075599	5227	No terminal repeats	7	11	0.811	NA	0	0	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1995_length_5228_cov_16.239320	5228	No terminal repeats	6	11	0.9882	NA	0	2.9855	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1680_length_5229_cov_13.456513	5229	No terminal repeats	6	11	0.9307	NA	0	0.226	NA	NF033085
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5948_length_5230_cov_6.658164	5230	No terminal repeats	5	11	0.7014	NA	0	0.1401	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2081_length_5230_cov_11.243865	5230	No terminal repeats	8	11	0.8663	NA	0	2.6625	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2191_length_5230_cov_5.899324	5230	No terminal repeats	6	11	0.9275	NA	0	0.33	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2188_length_5230_cov_18.486184	5230	No terminal repeats	8	11	0.9342	NA	0	2.3831	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4558_length_5230_cov_9.956715	5230	No terminal repeats	8	11	0.951	NA	0	0.9908	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2673_length_5231_cov_6.355100	5231	No terminal repeats	5	11	0.7604	NA	0	2.2038	NA	NF033135
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2276_length_5231_cov_5.800618	5231	No terminal repeats	5	11	0.7845	NA	0	2.1609	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2186_length_5231_cov_16.319745	5231	No terminal repeats	2	11	0.875	NA	0	0.7331	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5097_length_5231_cov_17.585201	5231	No terminal repeats	3	11	0.932	NA	0	0.8717	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2187_length_5231_cov_7.368238	5231	No terminal repeats	5	11	0.9897	NA	1	6.0724	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_804_length_5232_cov_9.538536	5232	No terminal repeats	4	11	0.756	NA	0	0.1439	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1237_length_5232_cov_7.507823	5232	No terminal repeats	7	11	0.8719	NA	0	0.5885	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2670_length_5232_cov_7.128453	5232	No terminal repeats	6	11	0.9045	NA	0	0.581	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2484_length_5232_cov_17.969480	5232	No terminal repeats	5	11	0.9902	NA	0	3.3688	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2183_length_5233_cov_24.297026	5233	No terminal repeats	7	11	0.9522	NA	0	1.9442	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1618_length_5234_cov_14.139023	5234	No terminal repeats	5	11	0.9891	NA	0	1.4674	NA	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_258_length_5235_cov_5.488224	5235	No terminal repeats	3	11	0.7674	NA	0	0.3249	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2204_length_5235_cov_9.029151	5235	No terminal repeats	5	11	0.7856	NA	0	0.1804	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2651_length_5236_cov_4.414399	5236	No terminal repeats	6	11	0.7276	NA	0	1.0148	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1625_length_5236_cov_42.594866	5236	No terminal repeats	4	11	0.7822	NA	0	0.4263	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5932_length_5236_cov_19.624590	5236	No terminal repeats	7	11	0.8911	NA	0	0.7736	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3284_length_5237_cov_8.972212	5237	No terminal repeats	4	11	0.9111	NA	0	0.5009	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2203_length_5238_cov_9.389350	5238	No terminal repeats	6	11	0.9834	NA	0	1.307	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_3214_length_5239_cov_18.351852	5239	No terminal repeats	2	11	0.8589	NA	0	0.9834	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1471_length_5240_cov_29.065188	5240	No terminal repeats	6	11	0.8735	NA	1	1.2206	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_504_length_5240_cov_8.626230	5240	No terminal repeats	5	11	0.8918	NA	0	0.7024	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1673_length_5240_cov_19.826615	5240	No terminal repeats	6	11	0.9007	NA	0	1.3126	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5086_length_5240_cov_6.910897	5240	No terminal repeats	6	11	0.9401	NA	0	1.3676	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_2646_length_5240_cov_5.793443	5240	No terminal repeats	7	11	0.945	NA	0	1.4864	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1020_length_5240_cov_74.436451	5240	No terminal repeats	5	11	0.9909	NA	0	3.9785	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2263_length_5241_cov_9.337254	5241	No terminal repeats	6	11	0.7194	NA	0	0.6936	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2191_length_5241_cov_54.565561	5241	No terminal repeats	5	11	0.8879	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_5084_length_5241_cov_7.327806	5241	No terminal repeats	5	11	0.9098	NA	0	0.2701	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2665_length_5241_cov_8.815465	5241	No terminal repeats	6	11	0.9908	NA	0	1.9966	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3283_length_5241_cov_33.294254	5241	No terminal repeats	9	11	0.9938	NA	0	2.9164	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1468_length_5244_cov_6.635961	5244	No terminal repeats	8	11	0.8003	NA	0	1.8743	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2188_length_5244_cov_5.547697	5244	No terminal repeats	9	11	0.835	NA	0	0	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3086_length_5246_cov_5.662493	5246	No terminal repeats	5	11	0.7292	NA	0	0.1579	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3087_length_5246_cov_5.553073	5246	No terminal repeats	4	11	0.7518	NA	0	0.9497	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4543_length_5247_cov_19.024846	5247	No terminal repeats	1	11	0.7728	NA	0	0.49	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3280_length_5247_cov_7.810863	5247	No terminal repeats	7	11	0.8931	NA	0	0.7206	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2170_length_5248_cov_5.708261	5248	No terminal repeats	5	11	0.7195	NA	0	1.3012	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2193_length_5248_cov_9.719815	5248	No terminal repeats	6	11	0.8008	NA	0	0.3899	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2075_length_5248_cov_231.326016	5248	No terminal repeats	6	11	0.9677	NA	0	2.2598	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1466_length_5248_cov_8.981128	5248	No terminal repeats	6	11	0.9865	NA	0	1.6889	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5912_length_5249_cov_100.075664	5249	No terminal repeats	5	11	0.8242	NA	0	0.1451	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2464_length_5250_cov_15.173051	5250	No terminal repeats	5	11	0.8925	NA	0	0.822	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_5910_length_5250_cov_10.592108	5250	No terminal repeats	5	11	0.9756	NA	0	2.2375	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2427_length_5251_cov_48.982487	5251	No terminal repeats	9	11	0.9195	NA	0	2.5677	NA	NA
