seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_3314212	2952	No terminal repeats	5	11	0.8315	NA	0	0	NA	NA
k141_3612060	2952	No terminal repeats	5	11	0.8271	NA	0	0	NA	NA
k141_1018366	2952	No terminal repeats	4	11	0.8224	NA	0	0	NA	NA
k141_1013175	2952	No terminal repeats	7	11	0.735	NA	0	0	NA	NA
k141_3271746	2951	No terminal repeats	1	11	0.9697	NA	0	1.6258	NA	NA
k141_2695804	2951	No terminal repeats	3	11	0.9465	NA	0	0.4714	NA	NA
k141_2587297	2951	No terminal repeats	5	11	0.8213	NA	0	1.6889	NA	NA
k141_387921	2951	No terminal repeats	4	11	0.8068	NA	0	0	NA	NA
k141_1895090	2951	No terminal repeats	3	11	0.7975	NA	0	0.4428	NA	NA
k141_3109749	2951	No terminal repeats	3	11	0.706	NA	0	0.3416	NA	NA
k141_1617106	2950	No terminal repeats	7	11	0.9015	NA	0	0.2132	NA	NA
k141_2862837	2950	No terminal repeats	4	11	0.8825	NA	0	0	NA	NA
k141_1317955	2950	No terminal repeats	3	11	0.8527	NA	0	1.5483	NA	NA
k141_691117	2950	No terminal repeats	5	11	0.8351	NA	0	0	NA	NA
k141_3160901	2950	No terminal repeats	4	11	0.7635	NA	0	0	NA	NA
k141_2037966	2950	No terminal repeats	4	11	0.7299	NA	0	0	NA	NA
k141_1790835	2950	No terminal repeats	3	11	0.7198	NA	0	0	NA	NA
k141_321686	2950	No terminal repeats	5	11	0.7017	NA	0	0	NA	NA
k141_1799126	2949	No terminal repeats	2	11	0.9818	NA	1	1.6297	NA	NA
k141_1791413	2949	No terminal repeats	3	11	0.9086	NA	0	1.176	NA	NA
k141_3676001	2949	No terminal repeats	3	11	0.8934	NA	0	0.5272	NA	NA
k141_768147	2949	No terminal repeats	2	11	0.867	NA	0	0	NA	NA
k141_3401552	2949	No terminal repeats	4	11	0.8383	NA	0	0	NA	NA
k141_865404	2949	No terminal repeats	3	11	0.8295	NA	0	0	NA	NA
k141_837271	2949	No terminal repeats	5	11	0.7529	NA	0	0	NA	NA
k141_1488153	2949	No terminal repeats	2	11	0.7488	NA	0	0	NA	NA
k141_3307676	2949	No terminal repeats	5	11	0.7306	NA	0	1.0056	NA	NA
k141_3764395	2949	No terminal repeats	5	11	0.7237	NA	0	0	NA	NA
k141_1503389	2948	No terminal repeats	6	11	0.8744	NA	0	0	NA	NA
k141_2524854	2948	No terminal repeats	7	11	0.7954	NA	0	0	NA	NA
k141_1523738	2948	No terminal repeats	4	11	0.7804	NA	0	0.8188	NA	NA
k141_2929998	2948	No terminal repeats	3	11	0.745	NA	0	0.2647	NA	NA
k141_1100965	2948	No terminal repeats	5	11	0.7129	NA	0	0	NA	NA
k141_3011265	2947	No terminal repeats	3	11	0.8816	NA	0	0	NA	NA
k141_2659732	2947	No terminal repeats	6	11	0.8698	NA	0	0	NA	NA
k141_856356	2947	No terminal repeats	1	11	0.7397	NA	0	0	NA	NA
k141_2775185	2947	No terminal repeats	5	11	0.7301	NA	0	0	NA	NA
k141_1557071	2946	No terminal repeats	5	11	0.9107	NA	0	0	NA	NA
k141_3002593	2946	No terminal repeats	5	11	0.8722	NA	0	0	NA	NA
k141_1909891	2946	No terminal repeats	4	11	0.8634	NA	0	0.4156	NA	NA
k141_2858199	2946	No terminal repeats	3	11	0.8544	NA	0	0	NA	NA
k141_2502021	2946	No terminal repeats	2	11	0.826	NA	0	0	NA	NA
k141_1686649	2946	No terminal repeats	4	11	0.8234	NA	0	0	NA	NA
k141_2355575	2946	No terminal repeats	5	11	0.81	NA	0	1.0393	NA	NA
k141_2572239	2946	No terminal repeats	5	11	0.7313	NA	0	0	NA	NA
k141_1635226	2945	No terminal repeats	3	11	0.9117	NA	0	0	NA	NA
k141_2501849	2945	No terminal repeats	5	11	0.873	NA	0	0	NA	NA
k141_1311546	2945	No terminal repeats	8	11	0.8502	NA	0	0	NA	NA
k141_2729656	2945	No terminal repeats	4	11	0.8123	NA	0	0	NA	NA
k141_3372143	2945	No terminal repeats	6	11	0.8119	NA	0	1.0402	NA	NA
k141_2321060	2945	No terminal repeats	4	11	0.7735	NA	0	0	NA	NA
k141_1790774	2945	No terminal repeats	5	11	0.7716	NA	0	0	NA	NA
k141_585129	2945	No terminal repeats	2	11	0.7213	NA	0	0	NA	NA
k141_1707734	2945	No terminal repeats	4	11	0.717	NA	0	0.5286	NA	NA
k141_61066	2944	No terminal repeats	4	11	0.8144	NA	0	0	NA	NA
k141_2019313	2944	No terminal repeats	3	11	0.7888	NA	0	0	NA	NA
k141_342777	2944	No terminal repeats	6	11	0.7724	NA	0	0	NA	NA
k141_774326	2943	No terminal repeats	5	11	0.8567	NA	0	0	NA	NA
k141_600739	2943	No terminal repeats	3	11	0.7847	NA	0	0	NA	NA
k141_3380011	2943	No terminal repeats	3	11	0.7696	NA	0	0	NA	NA
k141_1317486	2943	No terminal repeats	4	11	0.7184	NA	0	1.6628	NA	NA
k141_1950873	2942	No terminal repeats	6	11	0.8776	NA	0	0	NA	NA
k141_3154712	2942	No terminal repeats	5	11	0.8729	NA	0	0	NA	NA
k141_3741371	2942	No terminal repeats	5	11	0.8589	NA	0	0	NA	NA
k141_1093885	2942	No terminal repeats	5	11	0.8575	NA	0	0	NA	NA
k141_3018656	2942	No terminal repeats	7	11	0.8465	NA	0	0	NA	NA
k141_3146569	2942	No terminal repeats	3	11	0.8336	NA	0	1.76	NA	NA
k141_1438646	2942	No terminal repeats	5	11	0.8011	NA	0	0.1942	NA	NA
k141_554438	2942	No terminal repeats	4	11	0.767	NA	0	0	NA	NA
k141_3576540	2942	No terminal repeats	4	11	0.7493	NA	0	0	NA	NA
k141_1588766	2942	No terminal repeats	5	11	0.7232	NA	0	0	NA	NA
k141_1461270	2941	No terminal repeats	3	11	0.8321	NA	0	0	NA	NA
k141_3549069	2941	No terminal repeats	6	11	0.7962	NA	0	0	NA	NA
k141_3747922	2941	No terminal repeats	3	11	0.7535	NA	0	0	NA	NA
k141_2451917	2940	No terminal repeats	5	11	0.9888	NA	0	3.538	NA	NA
k141_2021913	2940	No terminal repeats	7	11	0.9388	NA	0	0.5254	NA	NA
k141_2939442	2940	No terminal repeats	6	11	0.8795	NA	0	0	NA	NA
k141_71499	2940	No terminal repeats	5	11	0.8728	NA	0	0	NA	NA
k141_2216978	2940	No terminal repeats	4	11	0.8326	NA	0	0.6758	NA	NA
k141_2747633	2940	No terminal repeats	3	11	0.8297	NA	0	0	NA	NA
k141_1323051	2940	No terminal repeats	3	11	0.7927	NA	0	0	NA	NA
k141_3532268	2940	No terminal repeats	3	11	0.7389	NA	0	0	NA	NA
k141_2389369	2940	No terminal repeats	4	11	0.7174	NA	1	1.5314	NA	NA
k141_3576626	2939	DTR	3	11	0.7714	NA	0	0	NA	NA
k141_2992338	2939	No terminal repeats	6	11	0.9371	NA	0	1.7183	NA	NA
k141_2864092	2939	No terminal repeats	4	11	0.8903	NA	0	1.5387	NA	NA
k141_1706804	2939	No terminal repeats	6	11	0.8813	NA	0	0	NA	NA
k141_2795507	2939	No terminal repeats	3	11	0.8365	NA	0	0.8042	NA	NA
k141_1012218	2939	No terminal repeats	5	11	0.8134	NA	0	0	NA	NA
k141_772711	2939	No terminal repeats	3	11	0.8023	NA	0	0	NA	NA
k141_3221318	2939	No terminal repeats	5	11	0.7806	NA	0	0	NA	NA
k141_255821	2939	No terminal repeats	3	11	0.7693	NA	0	0.4936	NA	NA
k141_3272150	2939	No terminal repeats	6	11	0.769	NA	0	0	NA	NA
k141_2442087	2939	No terminal repeats	3	11	0.7075	NA	0	0	NA	NA
k141_600900	2938	No terminal repeats	4	11	0.9867	NA	1	1.7183	NA	NA
k141_2383241	2938	No terminal repeats	6	11	0.8635	NA	0	0	NA	NA
k141_628019	2938	No terminal repeats	5	11	0.8547	NA	0	0.9596	NA	NA
k141_2841795	2938	No terminal repeats	4	11	0.839	NA	0	0	NA	NA
k141_3362305	2938	No terminal repeats	5	11	0.8345	NA	0	0	NA	NA
k141_2467981	2938	No terminal repeats	5	11	0.7975	NA	0	0	NA	NA
k141_3050323	2938	No terminal repeats	5	11	0.7708	NA	0	0	NA	NA
k141_3349485	2938	No terminal repeats	8	11	0.7542	NA	0	0	NA	NA
k141_2929437	2938	No terminal repeats	5	11	0.7514	NA	0	2.2046	NA	NA
k141_2765494	2938	No terminal repeats	5	11	0.741	NA	0	0	NA	NA
k141_836691	2938	No terminal repeats	3	11	0.7336	NA	0	0	NA	NA
k141_1977593	2938	No terminal repeats	3	11	0.7274	NA	0	0	NA	NA
k141_87562	2938	No terminal repeats	3	11	0.7211	NA	0	0	NA	NA
k141_2088164	2938	No terminal repeats	4	11	0.7162	NA	0	0.6802	NA	NA
k141_403357	2937	No terminal repeats	5	11	0.9844	NA	0	3.8793	NA	NA
k141_3232121	2937	No terminal repeats	3	11	0.8951	NA	0	0	NA	NA
k141_284645	2937	No terminal repeats	4	11	0.8855	NA	0	0.3073	NA	NA
k141_1137522	2937	No terminal repeats	4	11	0.8232	NA	0	0	NA	NA
k141_2560915	2937	No terminal repeats	4	11	0.7888	NA	0	0	NA	NA
k141_2752095	2937	No terminal repeats	4	11	0.7661	NA	0	0	NA	NA
k141_3248144	2937	No terminal repeats	3	11	0.7594	NA	0	0	NA	NA
k141_2909100	2937	No terminal repeats	6	11	0.7486	NA	0	0	NA	NA
k141_1414892	2937	No terminal repeats	2	11	0.7205	NA	0	0	NA	NA
k141_3043776	2937	No terminal repeats	4	11	0.7003	NA	0	0	NA	NA
k141_833340	2936	DTR	5	11	0.8867	NA	0	0	NA	NA
k141_3003040	2936	DTR	3	11	0.7532	NA	0	0	NA	NA
k141_2749560	2936	No terminal repeats	4	11	0.9002	NA	0	1.4516	NA	NA
k141_3650098	2936	No terminal repeats	6	11	0.7293	NA	0	0	NA	NA
k141_2858960	2936	No terminal repeats	5	11	0.7131	NA	0	0	NA	NA
k141_648160	2936	No terminal repeats	6	11	0.7006	NA	0	0	NA	NA
k141_498309	2935	No terminal repeats	4	11	0.9535	NA	0	1.3887	NA	NA
k141_3684853	2935	No terminal repeats	5	11	0.887	NA	0	0.424	NA	NA
k141_2538501	2935	No terminal repeats	5	11	0.8588	NA	0	0	NA	NA
k141_3415391	2935	No terminal repeats	3	11	0.8553	NA	0	0	NA	NA
k141_2807830	2935	No terminal repeats	3	11	0.8499	NA	0	0	NA	NA
k141_1952427	2935	No terminal repeats	3	11	0.8204	NA	0	0	NA	NA
k141_2980995	2935	No terminal repeats	4	11	0.8107	NA	0	0	NA	NA
k141_1617887	2934	No terminal repeats	6	11	0.8774	NA	0	1.6932	NA	NA
k141_3277722	2934	No terminal repeats	5	11	0.7859	NA	0	0	NA	NA
k141_3332860	2934	No terminal repeats	3	11	0.766	NA	0	0	NA	NA
k141_1729452	2933	No terminal repeats	4	11	0.8907	NA	0	0	NA	NA
k141_3165322	2933	No terminal repeats	4	11	0.881	NA	0	0	NA	NA
k141_3222186	2933	No terminal repeats	4	11	0.8458	NA	0	0	NA	NA
k141_2969678	2933	No terminal repeats	4	11	0.8279	NA	0	0	NA	NA
k141_431364	2933	No terminal repeats	4	11	0.8091	NA	0	0	NA	NA
k141_1520873	2933	No terminal repeats	3	11	0.7944	NA	0	0	NA	NA
k141_1884784	2933	No terminal repeats	2	11	0.7685	NA	0	0	NA	NA
k141_3087184	2933	No terminal repeats	4	11	0.7639	NA	0	0	NA	NA
k141_286019	2933	No terminal repeats	6	11	0.7202	NA	0	0	NA	NA
k141_1762510	2932	No terminal repeats	4	11	0.8465	NA	0	0	NA	NA
k141_2072183	2932	No terminal repeats	4	11	0.8213	NA	0	0	NA	NA
k141_2385151	2932	No terminal repeats	3	11	0.762	NA	0	0	NA	NA
k141_186590	2931	No terminal repeats	6	11	0.9894	NA	0	4.6963	NA	NA
k141_2666823	2931	No terminal repeats	2	11	0.9556	NA	0	1.3568	NA	NA
k141_2903200	2931	No terminal repeats	4	11	0.8938	NA	0	0	NA	NA
k141_2990495	2931	No terminal repeats	5	11	0.8892	NA	0	0	NA	NA
k141_575190	2931	No terminal repeats	3	11	0.8725	NA	0	0	NA	NA
k141_1336912	2931	No terminal repeats	5	11	0.8489	NA	0	0	NA	NA
k141_1896964	2931	No terminal repeats	6	11	0.8312	NA	0	0	NA	NA
k141_2074865	2931	No terminal repeats	4	11	0.7772	NA	0	0	NA	NA
k141_3532062	2931	No terminal repeats	2	11	0.7708	NA	0	0	NA	NA
k141_1514133	2931	No terminal repeats	5	11	0.7012	NA	0	0	NA	NA
k141_565581	2930	No terminal repeats	4	11	0.7866	NA	0	0	NA	NA
k141_998082	2930	No terminal repeats	5	11	0.7345	NA	0	0	NA	NA
k141_2815317	2929	No terminal repeats	6	11	0.8356	NA	0	0	NA	NA
k141_44678	2929	No terminal repeats	4	11	0.8331	NA	0	1.0367	NA	NA
k141_2761275	2929	No terminal repeats	2	11	0.8313	NA	0	0	NA	NA
k141_2957905	2929	No terminal repeats	5	11	0.8024	NA	0	0	NA	NA
k141_2532647	2929	No terminal repeats	6	11	0.7878	NA	0	0	NA	NA
k141_2987483	2929	No terminal repeats	4	11	0.7874	NA	0	0	NA	NA
k141_2790553	2929	No terminal repeats	3	11	0.7782	NA	0	0	NA	NA
k141_1254393	2929	No terminal repeats	3	11	0.7524	NA	0	0	NA	NA
k141_3758529	2929	No terminal repeats	5	11	0.7304	NA	0	0.6457	NA	NA
k141_1647587	2929	No terminal repeats	3	11	0.7188	NA	0	0	NA	NA
k141_314756	2928	No terminal repeats	3	11	0.9856	NA	0	1.7183	NA	NA
k141_1446816	2928	No terminal repeats	5	11	0.8886	NA	0	1.0182	NA	NA
k141_2439282	2928	No terminal repeats	2	11	0.8265	NA	0	0	NA	NA
k141_2060898	2928	No terminal repeats	2	11	0.7246	NA	0	0	NA	NA
k141_474201	2927	No terminal repeats	5	11	0.8286	NA	0	1.0953	NA	NA
k141_371293	2927	No terminal repeats	4	11	0.8267	NA	0	0	NA	NA
k141_1617063	2927	No terminal repeats	4	11	0.7815	NA	0	0	NA	NA
k141_487920	2927	No terminal repeats	3	11	0.7529	NA	0	0	NA	NA
k141_2682686	2927	No terminal repeats	5	11	0.7365	NA	0	0	NA	NA
k141_2140937	2927	No terminal repeats	3	11	0.7114	NA	0	0.0191	NA	NA
k141_1503366	2926	No terminal repeats	6	11	0.9875	NA	0	6.3702	NA	NA
k141_324618	2926	No terminal repeats	3	11	0.956	NA	0	0.6096	NA	NA
k141_39187	2926	No terminal repeats	3	11	0.944	NA	0	1.7152	NA	NA
k141_3439797	2926	No terminal repeats	3	11	0.8677	NA	0	0	NA	NA
k141_1415956	2926	No terminal repeats	5	11	0.8044	NA	0	0	NA	NA
k141_3434963	2926	No terminal repeats	4	11	0.8028	NA	0	0.4492	NA	NA
k141_419964	2926	No terminal repeats	4	11	0.77	NA	0	0.8819	NA	NA
k141_197734	2925	No terminal repeats	4	11	0.8983	NA	0	0	NA	NA
k141_2642274	2925	No terminal repeats	3	11	0.883	NA	0	1.1191	NA	NA
k141_554757	2925	No terminal repeats	8	11	0.8271	NA	0	0	NA	NA
k141_1944509	2925	No terminal repeats	4	11	0.8208	NA	0	0	NA	NA
k141_3401352	2925	No terminal repeats	5	11	0.8174	NA	0	0	NA	NA
k141_221311	2925	No terminal repeats	4	11	0.7465	NA	0	0	NA	NA
k141_825471	2925	No terminal repeats	3	11	0.7464	NA	0	0.4466	NA	NA
k141_2733056	2924	No terminal repeats	4	11	0.8351	NA	0	0	NA	NA
k141_73049	2924	No terminal repeats	4	11	0.8172	NA	0	0	NA	NA
k141_1716244	2924	No terminal repeats	2	11	0.7921	NA	0	0	NA	NA
k141_1592170	2924	No terminal repeats	2	11	0.7564	NA	0	0	NA	NA
k141_575501	2924	No terminal repeats	3	11	0.7484	NA	0	0	NA	NA
k141_2338735	2924	No terminal repeats	4	11	0.7304	NA	0	0	NA	NA
k141_3603391	2923	No terminal repeats	5	11	0.9196	NA	0	3.5924	NA	NA
k141_3017447	2923	No terminal repeats	3	11	0.8599	NA	0	0	NA	NA
k141_195260	2923	No terminal repeats	6	11	0.8324	NA	0	0.1719	NA	NA
k141_2603837	2923	No terminal repeats	4	11	0.8003	NA	0	0.2903	NA	NA
k141_2189941	2923	No terminal repeats	4	11	0.7417	NA	0	0	NA	NA
k141_3011717	2922	No terminal repeats	7	11	0.8931	NA	0	0	NA	NA
k141_2036039	2922	No terminal repeats	6	11	0.8505	NA	0	0	NA	NA
k141_3653939	2922	No terminal repeats	4	11	0.8425	NA	0	1.7042	NA	NA
k141_3407840	2922	No terminal repeats	3	11	0.8351	NA	0	0	NA	NA
k141_137617	2922	No terminal repeats	4	11	0.7836	NA	0	0	NA	NA
k141_1472956	2922	No terminal repeats	2	11	0.7757	NA	0	0	NA	NA
k141_3160704	2921	No terminal repeats	7	11	0.9864	NA	0	3.945	NA	NA
k141_2134336	2921	No terminal repeats	7	11	0.9226	NA	0	0.4092	NA	NA
k141_3379345	2921	No terminal repeats	4	11	0.8467	NA	0	0	NA	NA
k141_22262	2921	No terminal repeats	6	11	0.8264	NA	0	0	NA	NA
k141_3122318	2920	DTR	4	11	0.8732	NA	0	0	NA	NA
k141_495241	2920	No terminal repeats	4	11	0.8526	NA	0	0	NA	NA
k141_633590	2920	No terminal repeats	4	11	0.8156	NA	0	0.2786	NA	NA
k141_2913703	2920	No terminal repeats	5	11	0.7946	NA	0	0	NA	NA
k141_720573	2920	No terminal repeats	5	11	0.7694	NA	0	0	NA	NA
k141_3714909	2920	No terminal repeats	2	11	0.741	NA	0	0	NA	NA
k141_3002332	2920	No terminal repeats	10	11	0.7327	NA	0	0.3924	NA	NA
k141_1396089	2919	No terminal repeats	8	11	0.9863	NA	0	4.8146	NA	NA
k141_3596620	2919	No terminal repeats	8	11	0.9176	NA	0	2.7864	NA	NA
k141_2018770	2919	No terminal repeats	7	11	0.8605	NA	0	0	NA	NA
k141_2441178	2919	No terminal repeats	4	11	0.8589	NA	0	0	NA	NA
k141_3005395	2919	No terminal repeats	4	11	0.8399	NA	0	0	NA	NA
k141_3072321	2919	No terminal repeats	1	11	0.7242	NA	0	0	NA	NA
k141_2944026	2919	No terminal repeats	7	11	0.7199	NA	0	0	NA	NA
k141_747903	2918	No terminal repeats	5	11	0.9923	NA	0	4.6785	NA	NA
k141_193641	2918	No terminal repeats	5	11	0.8337	NA	0	0	NA	NA
k141_3006668	2918	No terminal repeats	3	11	0.7936	NA	0	0	NA	NA
k141_2809977	2917	No terminal repeats	2	11	0.8623	NA	0	0	NA	NA
k141_2227396	2917	No terminal repeats	4	11	0.804	NA	0	0.2715	NA	NA
k141_3707925	2917	No terminal repeats	7	11	0.7842	NA	0	0	NA	NA
k141_1292083	2917	No terminal repeats	3	11	0.7619	NA	0	0	NA	NA
k141_3138162	2916	No terminal repeats	6	11	0.8559	NA	0	0	NA	NA
k141_1751034	2916	No terminal repeats	5	11	0.8227	NA	0	0	NA	NA
k141_3745185	2916	No terminal repeats	4	11	0.8185	NA	0	0	NA	NA
k141_3468590	2916	No terminal repeats	3	11	0.8132	NA	0	0.7693	NA	NA
k141_3558777	2916	No terminal repeats	4	11	0.8119	NA	0	0	NA	NA
k141_2580164	2916	No terminal repeats	6	11	0.7886	NA	0	0	NA	NA
k141_3636068	2916	No terminal repeats	6	11	0.7723	NA	0	0	NA	NA
k141_403138	2916	No terminal repeats	3	11	0.7052	NA	0	0.2622	NA	NA
k141_1647322	2916	No terminal repeats	3	11	0.702	NA	0	0	NA	NA
k141_206926	2915	No terminal repeats	6	11	0.9312	NA	0	0.6479	NA	NA
k141_24151	2915	No terminal repeats	4	11	0.8323	NA	0	1.893	NA	NA
k141_494562	2915	No terminal repeats	5	11	0.7715	NA	0	0.3378	NA	NA
k141_1486327	2915	No terminal repeats	3	11	0.768	NA	0	0	NA	NA
k141_1140026	2915	No terminal repeats	2	11	0.759	NA	0	0	NA	NA
k141_1403739	2915	No terminal repeats	3	11	0.7441	NA	0	0	NA	NA
k141_3624271	2915	No terminal repeats	9	11	0.7104	NA	0	0	NA	NA
k141_517795	2914	No terminal repeats	4	11	0.8007	NA	0	0	NA	NA
k141_2248931	2914	No terminal repeats	3	11	0.7521	NA	0	0.3314	NA	NA
k141_3278219	2914	No terminal repeats	5	11	0.7493	NA	0	0	NA	NA
k141_3166835	2914	No terminal repeats	3	11	0.7152	NA	0	0	NA	NA
k141_723889	2914	No terminal repeats	3	11	0.714	NA	0	0.1613	NA	NA
k141_1741231	2914	No terminal repeats	3	11	0.7041	NA	0	0.2773	NA	NA
k141_2997406	2913	No terminal repeats	7	11	0.8586	NA	0	0	NA	NA
k141_2928835	2913	No terminal repeats	6	11	0.8028	NA	0	0.5319	NA	NA
k141_2143600	2913	No terminal repeats	4	11	0.7923	NA	0	0	NA	NA
k141_1763338	2913	No terminal repeats	4	11	0.7904	NA	0	0	NA	NA
k141_1082557	2913	No terminal repeats	3	11	0.7614	NA	0	0	NA	NA
k141_1458685	2913	No terminal repeats	3	11	0.7528	NA	0	0	NA	NA
k141_421820	2912	No terminal repeats	6	11	0.9885	NA	0	3.1003	NA	NA
k141_317979	2912	No terminal repeats	3	11	0.8512	NA	0	0.3366	NA	NA
k141_1999110	2912	No terminal repeats	6	11	0.8394	NA	0	0	NA	NA
k141_1801542	2912	No terminal repeats	5	11	0.8149	NA	0	0	NA	NA
k141_2806376	2912	No terminal repeats	6	11	0.8144	NA	0	0	NA	NA
k141_156954	2912	No terminal repeats	5	11	0.8071	NA	0	0	NA	NA
k141_3063848	2912	No terminal repeats	4	11	0.7931	NA	0	0	NA	NA
k141_1788652	2912	No terminal repeats	6	11	0.7585	NA	0	0	NA	NA
k141_910154	2912	No terminal repeats	3	11	0.7501	NA	0	0	NA	NA
k141_3608999	2912	No terminal repeats	4	15	0.7446	NA	0	0	NA	NA
k141_553987	2911	No terminal repeats	5	11	0.98	NA	0	2.3703	NA	NA
k141_416693	2911	No terminal repeats	5	11	0.8822	NA	0	0	NA	NA
k141_173817	2911	No terminal repeats	5	11	0.8782	NA	0	0	NA	NA
k141_1686274	2911	No terminal repeats	4	11	0.8106	NA	0	0	NA	NA
k141_3100495	2911	No terminal repeats	3	11	0.7983	NA	0	0	NA	NA
k141_3334935	2911	No terminal repeats	3	11	0.7687	NA	0	0	NA	NA
k141_2316253	2911	No terminal repeats	6	11	0.7626	NA	0	0	NA	NA
k141_2171656	2911	No terminal repeats	3	11	0.7617	NA	0	0	NA	NA
k141_1282548	2911	No terminal repeats	5	11	0.7093	NA	0	0	NA	NA
k141_1543934	2910	No terminal repeats	4	11	0.9131	NA	0	0.7024	NA	NA
k141_1635476	2910	No terminal repeats	5	11	0.8706	NA	0	0	NA	NA
k141_2404660	2910	No terminal repeats	5	11	0.8348	NA	0	0	NA	NA
k141_2574375	2910	No terminal repeats	4	11	0.8189	NA	0	0	NA	NA
k141_2995810	2910	No terminal repeats	4	11	0.7287	NA	0	0.4459	NA	NA
k141_3350444	2910	No terminal repeats	4	11	0.7106	NA	0	0	NA	NA
k141_1758851	2909	No terminal repeats	4	11	0.8314	NA	0	0	NA	NA
k141_2404563	2909	No terminal repeats	2	11	0.8246	NA	0	0	NA	NA
k141_3794533	2909	No terminal repeats	5	11	0.7889	NA	0	0	NA	NA
k141_1619946	2909	No terminal repeats	6	11	0.7836	NA	0	0	NA	NA
k141_1254851	2909	No terminal repeats	8	11	0.7736	NA	0	0	NA	NA
k141_1117073	2909	No terminal repeats	5	11	0.7374	NA	0	0	NA	NA
k141_833817	2909	No terminal repeats	6	11	0.7372	NA	0	1.1552	NA	NA
k141_149471	2908	No terminal repeats	3	11	0.9581	NA	0	1.7183	NA	NA
k141_3778894	2908	No terminal repeats	7	11	0.9473	NA	0	2.0939	NA	NA
k141_2418124	2908	No terminal repeats	6	11	0.88	NA	0	0	NA	NA
k141_2300899	2908	No terminal repeats	8	11	0.8387	NA	0	0	NA	NA
k141_761344	2908	No terminal repeats	3	11	0.7702	NA	0	0	NA	NA
k141_623313	2907	No terminal repeats	4	11	0.8256	NA	0	0	NA	NA
k141_3421096	2907	No terminal repeats	4	11	0.7916	NA	0	0	NA	NA
k141_1016747	2907	No terminal repeats	4	11	0.7891	NA	0	0	NA	NA
k141_1877138	2907	No terminal repeats	6	11	0.7649	NA	0	0	NA	NA
k141_1201616	2907	No terminal repeats	1	11	0.7238	NA	0	0	NA	NA
k141_1081006	2906	No terminal repeats	6	11	0.8963	NA	0	0	NA	NA
k141_539850	2906	No terminal repeats	5	11	0.8294	NA	0	0	NA	NA
k141_203958	2906	No terminal repeats	5	11	0.8129	NA	0	0.2713	NA	NA
k141_3199128	2906	No terminal repeats	3	11	0.7481	NA	0	0	NA	NA
k141_1879049	2906	No terminal repeats	3	11	0.7256	NA	0	0.6582	NA	NA
k141_445763	2905	No terminal repeats	4	11	0.8307	NA	0	0	NA	NA
k141_3587776	2905	No terminal repeats	7	11	0.8057	NA	0	0	NA	NA
k141_2833966	2905	No terminal repeats	4	11	0.7905	NA	0	0.3386	NA	NA
k141_210759	2905	No terminal repeats	5	11	0.7732	NA	0	0	NA	NA
k141_2450498	2905	No terminal repeats	3	11	0.7506	NA	0	0	NA	NA
k141_299235	2905	No terminal repeats	5	11	0.731	NA	0	0	NA	NA
k141_1217447	2905	No terminal repeats	4	11	0.7151	NA	0	0	NA	NA
k141_2475359	2905	No terminal repeats	2	11	0.7062	NA	0	0	NA	NA
k141_2848902	2904	No terminal repeats	4	11	0.7916	NA	0	0	NA	NA
k141_3718435	2904	No terminal repeats	5	11	0.7658	NA	0	0	NA	NA
k141_390236	2904	No terminal repeats	3	11	0.7657	NA	0	0	NA	NA
k141_3204026	2904	No terminal repeats	4	11	0.7581	NA	0	0	NA	NA
k141_3012135	2903	ITR	5	11	0.8056	NA	0	0	NA	NA
k141_315284	2903	No terminal repeats	5	11	0.9505	NA	0	1.3887	NA	NA
k141_3039174	2903	No terminal repeats	7	11	0.8931	NA	0	0	NA	NA
k141_354418	2903	No terminal repeats	3	11	0.893	NA	0	0	NA	NA
k141_3060844	2903	No terminal repeats	4	11	0.8808	NA	0	0.6582	NA	NA
k141_2029840	2903	No terminal repeats	5	11	0.8756	NA	0	0	NA	NA
k141_1850639	2903	No terminal repeats	3	11	0.8064	NA	0	0	NA	NA
k141_1041335	2903	No terminal repeats	5	11	0.7613	NA	0	0.7624	NA	NA
k141_3194751	2902	ITR	4	11	0.757	NA	0	0	NA	NA
k141_1167586	2902	No terminal repeats	5	11	0.8528	NA	0	0	NA	NA
k141_1319089	2902	No terminal repeats	4	11	0.8503	NA	0	0	NA	NA
k141_3210292	2902	No terminal repeats	3	11	0.7888	NA	0	0	NA	NA
k141_2428695	2902	No terminal repeats	3	11	0.7857	NA	0	0	NA	NA
k141_320021	2902	No terminal repeats	3	11	0.731	NA	0	0	NA	NA
k141_2369690	2901	No terminal repeats	4	11	0.9813	NA	0	0.4804	NA	NA
k141_3118037	2901	No terminal repeats	3	11	0.9757	NA	0	1.6696	NA	NA
k141_2779727	2901	No terminal repeats	6	11	0.9573	NA	0	1.2349	NA	NA
k141_3138427	2901	No terminal repeats	4	11	0.7981	NA	0	0	NA	NA
k141_763588	2901	No terminal repeats	2	11	0.7924	NA	0	0	NA	NA
k141_739336	2901	No terminal repeats	3	11	0.7837	NA	0	0	NA	NA
k141_3088876	2901	No terminal repeats	4	11	0.749	NA	0	0	NA	NA
k141_319109	2900	No terminal repeats	5	11	0.8905	NA	0	1.1122	NA	NA
k141_1975713	2900	No terminal repeats	5	11	0.8733	NA	0	0	NA	NA
k141_1700734	2900	No terminal repeats	3	11	0.8586	NA	0	0	NA	NA
